year,month,day,IHR1,IHR2,amplitude,phase
1938,1,20,-0.83143,0.4446,0.94284,8
1938,1,21,-1.0101,0.37665,1.0781,8
1938,1,22,-1.2002,0.21627,1.2195,8
1938,1,23,-1.3379,-0.029959,1.3383,1
1938,1,24,-1.3727,-0.32103,1.4097,1
1938,1,25,-1.2818,-0.59758,1.4143,1
1938,1,26,-1.0743,-0.8032,1.3414,1
1938,1,27,-0.78602,-0.90227,1.1966,2
1938,1,28,-0.4715,-0.89085,1.0079,2
1938,1,29,-0.19137,-0.79855,0.82116,2
1938,1,30,0.0051814,-0.68022,0.68024,3
1938,1,31,0.098163,-0.59672,0.60474,3
1938,2,1,0.10227,-0.59182,0.60059,3
1938,2,2,0.054648,-0.6764,0.67861,3
1938,2,3,-0.0064558,-0.82955,0.82958,2
1938,2,4,-0.055027,-1.0147,1.0162,2
1938,2,5,-0.075286,-1.1994,1.2017,2
1938,2,6,-0.051456,-1.3644,1.3654,2
1938,2,7,0.036404,-1.4974,1.4978,3
1938,2,8,0.20494,-1.579,1.5923,3
1938,2,9,0.4547,-1.5774,1.6416,3
1938,2,10,0.7632,-1.4574,1.6451,3
1938,2,11,1.0882,-1.2007,1.6204,3
1938,2,12,1.3797,-0.82044,1.6052,4
1938,2,13,1.5945,-0.36183,1.635,4
1938,2,14,1.7065,0.11281,1.7102,5
1938,2,15,1.7092,0.54506,1.794,5
1938,2,16,1.6125,0.89942,1.8464,5
1938,2,17,1.4363,1.1713,1.8534,5
1938,2,18,1.2027,1.3813,1.8315,6
1938,2,19,0.92703,1.5579,1.8128,6
1938,2,20,0.61229,1.7202,1.8259,6
1938,2,21,0.25324,1.8662,1.8833,6
1938,2,22,-0.15236,1.9728,1.9787,7
1938,2,23,-0.59343,2.0059,2.0918,7
1938,2,24,-1.0431,1.9342,2.1975,7
1938,2,25,-1.4646,1.7414,2.2754,7
1938,2,26,-1.8204,1.4323,2.3163,8
1938,2,27,-2.0804,1.0346,2.3234,8
1938,2,28,-2.2283,0.59476,2.3064,8
1938,3,1,-2.2662,0.16502,2.2722,8
1938,3,2,-2.2125,-0.21429,2.2228,1
1938,3,3,-2.0937,-0.52708,2.159,1
1938,3,4,-1.9315,-0.7814,2.0836,1
1938,3,5,-1.7331,-0.99804,2,1
1938,3,6,-1.4942,-1.1944,1.9129,1
1938,3,7,-1.2134,-1.3735,1.8327,2
1938,3,8,-0.90608,-1.5264,1.7751,2
1938,3,9,-0.60318,-1.6447,1.7518,2
1938,3,10,-0.33579,-1.7328,1.765,2
1938,3,11,-0.11856,-1.8067,1.8106,2
1938,3,12,0.057154,-1.8799,1.8807,3
1938,3,13,0.21773,-1.9477,1.9599,3
1938,3,14,0.39489,-1.9852,2.0241,3
1938,3,15,0.61113,-1.9608,2.0538,3
1938,3,16,0.86821,-1.8564,2.0494,3
1938,3,17,1.1443,-1.6798,2.0325,3
1938,3,18,1.4034,-1.459,2.0244,3
1938,3,19,1.6119,-1.2232,2.0234,4
1938,3,20,1.7504,-0.98581,2.0089,4
1938,3,21,1.8142,-0.74261,1.9603,4
1938,3,22,1.8058,-0.48217,1.8691,4
1938,3,23,1.7305,-0.19746,1.7417,4
1938,3,24,1.5954,0.10968,1.5992,5
1938,3,25,1.4088,0.42717,1.4721,5
1938,3,26,1.1779,0.73179,1.3867,5
1938,3,27,0.90806,0.98958,1.3431,6
1938,3,28,0.60564,1.1615,1.3099,6
1938,3,29,0.28606,1.2145,1.2478,6
1938,3,30,-0.020341,1.1362,1.1364,7
1938,3,31,-0.27182,0.94479,0.98312,7
1938,4,1,-0.42836,0.68721,0.80978,7
1938,4,2,-0.46542,0.42348,0.62925,8
1938,4,3,-0.37975,0.20511,0.4316,8
1938,4,4,-0.18948,0.060131,0.19879,8
1938,4,5,0.067683,-0.0095752,0.068357,4
1938,4,6,0.34049,-0.022566,0.34124,4
1938,4,7,0.57689,-0.0069121,0.57693,4
1938,4,8,0.73663,0.01363,0.73675,5
1938,4,9,0.7959,0.031445,0.79653,5
1938,4,10,0.74427,0.054564,0.74627,5
1938,4,11,0.58227,0.091983,0.58949,5
1938,4,12,0.32448,0.13625,0.35192,5
1938,4,13,0.0054182,0.15965,0.15975,6
1938,4,14,-0.31992,0.12799,0.34458,8
1938,4,15,-0.58575,0.023595,0.58623,8
1938,4,16,-0.73483,-0.13826,0.74772,1
1938,4,17,-0.73974,-0.31211,0.80289,1
1938,4,18,-0.61576,-0.44647,0.76059,1
1938,4,19,-0.41583,-0.51377,0.66096,2
1938,4,20,-0.20756,-0.52411,0.56372,2
1938,4,21,-0.042716,-0.51191,0.51369,2
1938,4,22,0.063143,-0.50708,0.511,3
1938,4,23,0.13015,-0.51313,0.52938,3
1938,4,24,0.19557,-0.50693,0.54335,3
1938,4,25,0.29185,-0.45539,0.54088,3
1938,4,26,0.43349,-0.3356,0.54822,4
1938,4,27,0.61565,-0.1486,0.63333,4
1938,4,28,0.81798,0.07609,0.82151,5
1938,4,29,1.0103,0.28838,1.0507,5
1938,4,30,1.1606,0.43748,1.2404,5
1938,5,1,1.2451,0.49642,1.3404,5
1938,5,2,1.2543,0.47626,1.3417,5
1938,5,3,1.1926,0.41863,1.264,5
1938,5,4,1.0726,0.36896,1.1343,5
1938,5,5,0.91076,0.3509,0.97602,5
1938,5,6,0.72377,0.36112,0.80886,5
1938,5,7,0.52334,0.38345,0.64878,5
1938,5,8,0.31454,0.40319,0.51137,6
1938,5,9,0.102,0.40923,0.42175,6
1938,5,10,-0.10131,0.38975,0.40271,7
1938,5,11,-0.27154,0.33456,0.43088,7
1938,5,12,-0.38198,0.24397,0.45324,8
1938,5,13,-0.41636,0.13506,0.43771,8
1938,5,14,-0.38015,0.037289,0.38197,8
1938,5,15,-0.30364,-0.019422,0.30426,1
1938,5,16,-0.23412,-0.017209,0.23475,1
1938,5,17,-0.2185,0.042608,0.22262,8
1938,5,18,-0.28364,0.13794,0.31541,8
1938,5,19,-0.42329,0.22994,0.48172,8
1938,5,20,-0.59917,0.27203,0.65803,8
1938,5,21,-0.75595,0.2237,0.78835,8
1938,5,22,-0.8432,0.066274,0.8458,8
1938,5,23,-0.83337,-0.1841,0.85346,1
1938,5,24,-0.72948,-0.47616,0.87113,1
1938,5,25,-0.56144,-0.74147,0.93005,2
1938,5,26,-0.37374,-0.92409,0.9968,2
1938,5,27,-0.2088,-1.004,1.0255,2
1938,5,28,-0.09263,-1.0025,1.0067,2
1938,5,29,-0.027822,-0.96711,0.96751,2
1938,5,30,0.0047615,-0.94764,0.94765,3
1938,5,31,0.037883,-0.97309,0.97382,3
1938,6,1,0.10523,-1.0422,1.0475,3
1938,6,2,0.22771,-1.1281,1.1509,3
1938,6,3,0.40336,-1.191,1.2575,3
1938,6,4,0.60542,-1.1912,1.3362,3
1938,6,5,0.78979,-1.1014,1.3553,3
1938,6,6,0.91035,-0.91483,1.2906,3
1938,6,7,0.935,-0.64619,1.1366,4
1938,6,8,0.8546,-0.32563,0.91454,4
1938,6,9,0.68191,0.0080738,0.68196,5
1938,6,10,0.4451,0.31407,0.54475,5
1938,6,11,0.17942,0.55678,0.58497,6
1938,6,12,-0.081121,0.71224,0.71685,7
1938,6,13,-0.30983,0.76836,0.82847,7
1938,6,14,-0.48798,0.72146,0.87099,7
1938,6,15,-0.603,0.57626,0.83407,8
1938,6,16,-0.64834,0.35205,0.73775,8
1938,6,17,-0.62612,0.088758,0.63238,8
1938,6,18,-0.54919,-0.15466,0.57056,1
1938,6,19,-0.44138,-0.31342,0.54134,1
1938,6,20,-0.33462,-0.33839,0.47589,2
1938,6,21,-0.26065,-0.2186,0.34019,1
1938,6,22,-0.23683,0.0081795,0.23698,8
1938,6,23,-0.25385,0.26652,0.36806,7
1938,6,24,-0.27663,0.47469,0.54941,7
1938,6,25,-0.26292,0.57886,0.63577,7
1938,6,26,-0.18896,0.57023,0.60072,7
1938,6,27,-0.064331,0.47719,0.48151,7
1938,6,28,0.074932,0.34355,0.35163,6
1938,6,29,0.18689,0.2085,0.28,6
1938,6,30,0.24167,0.095994,0.26004,5
1938,7,1,0.22803,0.010974,0.22829,5
1938,7,2,0.15137,-0.058713,0.16236,4
1938,7,3,0.028508,-0.13417,0.13716,3
1938,7,4,-0.11704,-0.23363,0.26131,2
1938,7,5,-0.25861,-0.36458,0.44699,2
1938,7,6,-0.36983,-0.52192,0.63967,2
1938,7,7,-0.43023,-0.68933,0.81257,2
1938,7,8,-0.4317,-0.8399,0.94435,2
1938,7,9,-0.38207,-0.93998,1.0147,2
1938,7,10,-0.30166,-0.95979,1.0061,2
1938,7,11,-0.21442,-0.8875,0.91304,2
1938,7,12,-0.13922,-0.73606,0.74911,2
1938,7,13,-0.085814,-0.53793,0.54473,2
1938,7,14,-0.054444,-0.33173,0.33617,2
1938,7,15,-0.038688,-0.14983,0.15474,2
1938,7,16,-0.030783,-0.011695,0.03293,1
1938,7,17,-0.026038,0.076339,0.080657,7
1938,7,18,-0.022681,0.11833,0.12048,7
1938,7,19,-0.020072,0.12428,0.12589,7
1938,7,20,-0.019487,0.10563,0.10741,7
1938,7,21,-0.027397,0.071392,0.076468,7
1938,7,22,-0.054902,0.02714,0.061244,8
1938,7,23,-0.11049,-0.023774,0.11302,1
1938,7,24,-0.19135,-0.078152,0.20669,1
1938,7,25,-0.28233,-0.13328,0.31221,1
1938,7,26,-0.36327,-0.18881,0.4094,1
1938,7,27,-0.41829,-0.24744,0.486,1
1938,7,28,-0.43965,-0.31234,0.5393,1
1938,7,29,-0.42595,-0.38324,0.57298,1
1938,7,30,-0.38027,-0.45274,0.59125,2
1938,7,31,-0.31318,-0.50564,0.59477,2
1938,8,1,-0.24715,-0.52228,0.5778,2
1938,8,2,-0.21525,-0.48525,0.53085,2
1938,8,3,-0.25086,-0.38673,0.46097,2
1938,8,4,-0.37258,-0.23545,0.44074,1
1938,8,5,-0.57071,-0.060665,0.57392,1
1938,8,6,-0.8016,0.09197,0.80686,8
1938,8,7,-0.99573,0.17554,1.0111,8
1938,8,8,-1.082,0.16003,1.0938,8
1938,8,9,-1.0191,0.041088,1.02,8
1938,8,10,-0.81579,-0.16555,0.83242,1
1938,8,11,-0.52743,-0.4349,0.68361,1
1938,8,12,-0.23064,-0.73871,0.77388,2
1938,8,13,0.0095284,-1.0436,1.0437,3
1938,8,14,0.16282,-1.3096,1.3197,3
1938,8,15,0.23915,-1.4951,1.5141,3
1938,8,16,0.27707,-1.569,1.5932,3
1938,8,17,0.32417,-1.5192,1.5534,3
1938,8,18,0.4177,-1.3543,1.4173,3
1938,8,19,0.57233,-1.0976,1.2379,3
1938,8,20,0.77676,-0.78077,1.1013,3
1938,8,21,0.99864,-0.43817,1.0905,4
1938,8,22,1.195,-0.10211,1.1993,4
1938,8,23,1.3256,0.20146,1.3408,5
1938,8,24,1.3653,0.45386,1.4388,5
1938,8,25,1.3107,0.64172,1.4594,5
1938,8,26,1.1792,0.75489,1.4001,5
1938,8,27,1.002,0.78848,1.275,5
1938,8,28,0.81296,0.74773,1.1045,5
1938,8,29,0.63756,0.65044,0.9108,6
1938,8,30,0.48681,0.5225,0.71414,6
1938,8,31,0.35945,0.38852,0.5293,6
1938,9,1,0.25023,0.26385,0.36364,6
1938,9,2,0.1569,0.15464,0.2203,5
1938,9,3,0.079417,0.063959,0.10197,5
1938,9,4,0.014794,-0.0037194,0.015254,4
1938,9,5,-0.04366,-0.044951,0.062664,2
1938,9,6,-0.10104,-0.061858,0.11847,1
1938,9,7,-0.15783,-0.063237,0.17003,1
1938,9,8,-0.21243,-0.062967,0.22156,1
1938,9,9,-0.26321,-0.080164,0.27515,1
1938,9,10,-0.3051,-0.13798,0.33485,1
1938,9,11,-0.32594,-0.25643,0.41473,1
1938,9,12,-0.30808,-0.44089,0.53786,2
1938,9,13,-0.234,-0.67449,0.71393,2
1938,9,14,-0.091174,-0.91771,0.92223,2
1938,9,15,0.1245,-1.1147,1.1216,3
1938,9,16,0.40427,-1.2067,1.2726,3
1938,9,17,0.72167,-1.1535,1.3607,3
1938,9,18,1.036,-0.95393,1.4083,4
1938,9,19,1.3091,-0.65053,1.4618,4
1938,9,20,1.5252,-0.30949,1.5563,4
1938,9,21,1.6947,0.010113,1.6947,5
1938,9,22,1.8371,0.27582,1.8577,5
1938,9,23,1.9585,0.47997,2.0165,5
1938,9,24,2.0411,0.62481,2.1346,5
1938,9,25,2.0553,0.708,2.1738,5
1938,9,26,1.9856,0.7195,2.1119,5
1938,9,27,1.8533,0.65255,1.9648,5
1938,9,28,1.7159,0.52134,1.7933,5
1938,9,29,1.6391,0.36796,1.6799,5
1938,9,30,1.6638,0.24883,1.6823,5
1938,10,1,1.7908,0.20867,1.8029,5
1938,10,2,1.991,0.26384,2.0084,5
1938,10,3,2.2213,0.40669,2.2582,5
1938,10,4,2.4305,0.62155,2.5087,5
1938,10,5,2.5596,0.8925,2.7107,5
1938,10,6,2.5505,1.1981,2.8179,5
1938,10,7,2.3657,1.5048,2.8038,5
1938,10,8,2.0064,1.7713,2.6764,5
1938,10,9,1.5148,1.9612,2.4781,6
1938,10,10,0.9612,2.0538,2.2676,6
1938,10,11,0.4221,2.0501,2.0931,6
1938,10,12,-0.040967,1.9715,1.9719,7
1938,10,13,-0.39516,1.8524,1.8941,7
1938,10,14,-0.63925,1.7271,1.8416,7
1938,10,15,-0.79662,1.6166,1.8022,7
1938,10,16,-0.90249,1.5192,1.767,7
1938,10,17,-0.99154,1.4114,1.7248,7
1938,10,18,-1.089,1.2585,1.6643,7
1938,10,19,-1.2059,1.0322,1.5873,8
1938,10,20,-1.3374,0.725,1.5213,8
1938,10,21,-1.4672,0.35389,1.5093,8
1938,10,22,-1.5737,-0.048241,1.5745,1
1938,10,23,-1.6336,-0.44598,1.6933,1
1938,10,24,-1.6216,-0.80945,1.8124,1
1938,10,25,-1.5126,-1.1157,1.8796,1
1938,10,26,-1.2902,-1.3461,1.8646,2
1938,10,27,-0.95836,-1.4848,1.7672,2
1938,10,28,-0.54714,-1.5181,1.6137,2
1938,10,29,-0.10813,-1.4371,1.4411,2
1938,10,30,0.29911,-1.2421,1.2776,3
1938,10,31,0.62351,-0.94892,1.1354,3
1938,11,1,0.83819,-0.59185,1.0261,4
1938,11,2,0.94823,-0.21989,0.9734,4
1938,11,3,0.98386,0.11477,0.99053,5
1938,11,4,0.98245,0.36848,1.0493,5
1938,11,5,0.97352,0.51398,1.1009,5
1938,11,6,0.97452,0.5465,1.1173,5
1938,11,7,0.99216,0.48993,1.1065,5
1938,11,8,1.0191,0.39492,1.0929,5
1938,11,9,1.0283,0.32053,1.0771,5
1938,11,10,0.97836,0.30453,1.0247,5
1938,11,11,0.83603,0.34298,0.90365,5
1938,11,12,0.60299,0.395,0.72085,5
1938,11,13,0.32324,0.40955,0.52174,6
1938,11,14,0.065134,0.35471,0.36064,6
1938,11,15,-0.10598,0.23483,0.25764,7
1938,11,16,-0.14747,0.091019,0.1733,8
1938,11,17,-0.046597,-0.010412,0.047746,1
1938,11,18,0.17798,0.0027733,0.178,5
1938,11,19,0.47683,0.18523,0.51154,5
1938,11,20,0.7764,0.55034,0.95167,5
1938,11,21,0.99626,1.0557,1.4516,6
1938,11,22,1.0727,1.6061,1.9314,6
1938,11,23,0.97969,2.0782,2.2976,6
1938,11,24,0.7387,2.3621,2.4749,6
1938,11,25,0.41307,2.4044,2.4396,6
1938,11,26,0.085327,2.2311,2.2328,6
1938,11,27,-0.17575,1.932,1.94,7
1938,11,28,-0.34298,1.6124,1.6484,7
1938,11,29,-0.43614,1.3432,1.4122,7
1938,11,30,-0.5003,1.1401,1.245,7
1938,12,1,-0.57193,0.98006,1.1347,7
1938,12,2,-0.65694,0.83807,1.0649,7
1938,12,3,-0.7337,0.71332,1.0233,8
1938,12,4,-0.77618,0.62882,0.99893,8
1938,12,5,-0.77854,0.60918,0.98855,8
1938,12,6,-0.76349,0.65387,1.0052,8
1938,12,7,-0.76861,0.72464,1.0563,8
1938,12,8,-0.82214,0.75749,1.1179,8
1938,12,9,-0.92569,0.6944,1.1572,8
1938,12,10,-1.0527,0.51175,1.1705,8
1938,12,11,-1.1586,0.22667,1.1805,8
1938,12,12,-1.1953,-0.11679,1.201,1
1938,12,13,-1.1265,-0.46548,1.2189,1
1938,12,14,-0.93939,-0.77144,1.2156,1
1938,12,15,-0.64938,-1.0021,1.1941,2
1938,12,16,-0.29551,-1.1465,1.184,2
1938,12,17,0.072477,-1.2151,1.2172,3
1938,12,18,0.40994,-1.2297,1.2962,3
1938,12,19,0.68668,-1.2085,1.39,3
1938,12,20,0.88394,-1.1539,1.4536,3
1938,12,21,0.98535,-1.0529,1.4421,3
1938,12,22,0.97436,-0.8931,1.3217,4
1938,12,23,0.84349,-0.68177,1.0846,4
1938,12,24,0.60687,-0.45255,0.75703,4
1938,12,25,0.30477,-0.25224,0.39561,4
1938,12,26,-0.0064296,-0.1188,0.11897,2
1938,12,27,-0.27409,-0.067543,0.28229,1
1938,12,28,-0.46726,-0.093795,0.47658,1
1938,12,29,-0.58035,-0.18285,0.60847,1
1938,12,30,-0.62408,-0.31603,0.69954,1
1938,12,31,-0.61399,-0.47231,0.77463,1
1939,1,1,-0.5633,-0.63304,0.84738,2
1939,1,2,-0.47919,-0.78711,0.9215,2
1939,1,3,-0.36378,-0.92854,0.99726,2
1939,1,4,-0.221,-1.0471,1.0701,2
1939,1,5,-0.064599,-1.1231,1.125,2
1939,1,6,0.082257,-1.1331,1.1361,3
1939,1,7,0.19607,-1.0601,1.0781,3
1939,1,8,0.26267,-0.90206,0.93953,3
1939,1,9,0.28069,-0.67586,0.73183,3
1939,1,10,0.26158,-0.41636,0.49171,3
1939,1,11,0.22787,-0.16805,0.28314,4
1939,1,12,0.20721,0.030296,0.20942,5
1939,1,13,0.22185,0.16106,0.27415,5
1939,1,14,0.28001,0.23549,0.36586,5
1939,1,15,0.37208,0.28862,0.4709,5
1939,1,16,0.47102,0.36163,0.59383,5
1939,1,17,0.53755,0.47653,0.71836,5
1939,1,18,0.53398,0.61831,0.81697,6
1939,1,19,0.44214,0.73999,0.86202,6
1939,1,20,0.2739,0.79077,0.83686,6
1939,1,21,0.065386,0.74582,0.74868,6
1939,1,22,-0.13978,0.61704,0.63267,7
1939,1,23,-0.30708,0.44244,0.53857,7
1939,1,24,-0.41829,0.26721,0.49636,8
1939,1,25,-0.46889,0.12632,0.48561,8
1939,1,26,-0.46165,0.034168,0.46292,8
1939,1,27,-0.40369,-0.017801,0.40408,1
1939,1,28,-0.30618,-0.054619,0.31101,1
1939,1,29,-0.18185,-0.10536,0.21017,1
1939,1,30,-0.03807,-0.1893,0.19309,2
1939,1,31,0.12932,-0.30748,0.33357,3
1939,2,1,0.33553,-0.44112,0.55423,3
1939,2,2,0.59644,-0.55466,0.81448,4
1939,2,3,0.91148,-0.60163,1.0921,4
1939,2,4,1.2497,-0.53716,1.3603,4
1939,2,5,1.551,-0.33524,1.5869,4
1939,2,6,1.7442,-0.0029392,1.7442,4
1939,2,7,1.7732,0.4176,1.8217,5
1939,2,8,1.6186,0.86076,1.8333,5
1939,2,9,1.3032,1.2576,1.8111,5
1939,2,10,0.87958,1.5545,1.7861,6
1939,2,11,0.4079,1.7239,1.7715,6
1939,2,12,-0.061482,1.7632,1.7643,7
1939,2,13,-0.49325,1.6875,1.7581,7
1939,2,14,-0.86284,1.5172,1.7454,7
1939,2,15,-1.1505,1.2733,1.7161,7
1939,2,16,-1.3401,0.98037,1.6604,8
1939,2,17,-1.4226,0.67195,1.5733,8
1939,2,18,-1.4019,0.38904,1.4549,8
1939,2,19,-1.2986,0.168,1.3094,8
1939,2,20,-1.147,0.024358,1.1473,8
1939,2,21,-0.9828,-0.055733,0.98438,1
1939,2,22,-0.82798,-0.10842,0.83505,1
1939,2,23,-0.68438,-0.17139,0.70552,1
1939,2,24,-0.54009,-0.26172,0.60016,1
1939,2,25,-0.38376,-0.36498,0.5296,1
1939,2,26,-0.21801,-0.44334,0.49404,2
1939,2,27,-0.062725,-0.45885,0.46311,2
1939,2,28,0.054205,-0.39914,0.40281,3
1939,3,1,0.11328,-0.28851,0.30995,3
1939,3,2,0.11572,-0.17654,0.21108,3
1939,3,3,0.084383,-0.11164,0.13994,3
1939,3,4,0.054522,-0.11725,0.12931,3
1939,3,5,0.061096,-0.18185,0.19184,3
1939,3,6,0.12634,-0.26448,0.29311,3
1939,3,7,0.25013,-0.31253,0.4003,3
1939,3,8,0.40813,-0.28704,0.49896,4
1939,3,9,0.562,-0.18199,0.59073,4
1939,3,10,0.67628,-0.024645,0.67673,4
1939,3,11,0.73106,0.14365,0.74504,5
1939,3,12,0.72369,0.28985,0.77958,5
1939,3,13,0.66255,0.39901,0.77342,5
1939,3,14,0.56065,0.46995,0.73156,5
1939,3,15,0.43449,0.50832,0.66871,6
1939,3,16,0.30581,0.52461,0.60723,6
1939,3,17,0.201,0.5358,0.57226,6
1939,3,18,0.14522,0.56445,0.58283,6
1939,3,19,0.1537,0.63324,0.65162,6
1939,3,20,0.22301,0.75685,0.78902,6
1939,3,21,0.32594,0.93595,0.99108,6
1939,3,22,0.41351,1.1549,1.2267,6
1939,3,23,0.42736,1.3843,1.4488,6
1939,3,24,0.31849,1.586,1.6176,6
1939,3,25,0.063988,1.7199,1.7211,6
1939,3,26,-0.32467,1.7507,1.7805,7
1939,3,27,-0.80157,1.6529,1.837,7
1939,3,28,-1.2932,1.4163,1.9179,7
1939,3,29,-1.7117,1.0497,2.0079,8
1939,3,30,-1.9753,0.58477,2.06,8
1939,3,31,-2.0342,0.078245,2.0357,8
1939,4,1,-1.8927,-0.3945,1.9333,1
1939,4,2,-1.611,-0.7599,1.7812,1
1939,4,3,-1.2803,-0.97521,1.6094,1
1939,4,4,-0.9851,-1.0461,1.4369,2
1939,4,5,-0.77414,-1.02,1.2805,2
1939,4,6,-0.653,-0.96137,1.1622,2
1939,4,7,-0.59367,-0.92545,1.0995,2
1939,4,8,-0.55091,-0.9444,1.0933,2
1939,4,9,-0.47756,-1.0255,1.1312,2
1939,4,10,-0.33534,-1.1552,1.2029,2
1939,4,11,-0.10315,-1.3043,1.3084,2
1939,4,12,0.21545,-1.433,1.4491,3
1939,4,13,0.58994,-1.5009,1.6127,3
1939,4,14,0.97156,-1.4778,1.7686,3
1939,4,15,1.3097,-1.3508,1.8815,3
1939,4,16,1.5659,-1.1239,1.9275,4
1939,4,17,1.7172,-0.81612,1.9012,4
1939,4,18,1.7541,-0.45941,1.8133,4
1939,4,19,1.6798,-0.095716,1.6825,4
1939,4,20,1.5119,0.22976,1.5293,5
1939,4,21,1.2826,0.47877,1.369,5
1939,4,22,1.0323,0.63015,1.2094,5
1939,4,23,0.80087,0.68551,1.0542,5
1939,4,24,0.618,0.66815,0.91014,6
1939,4,25,0.4954,0.61382,0.7888,6
1939,4,26,0.42423,0.55727,0.70037,6
1939,4,27,0.37926,0.52128,0.64465,6
1939,4,28,0.33017,0.51271,0.60982,6
1939,4,29,0.25664,0.52382,0.58331,6
1939,4,30,0.16009,0.5389,0.56218,6
1939,5,1,0.062359,0.54462,0.54818,6
1939,5,2,-0.010074,0.53901,0.53911,7
1939,5,3,-0.045052,0.53141,0.53331,7
1939,5,4,-0.051688,0.5338,0.5363,7
1939,5,5,-0.052286,0.55142,0.5539,7
1939,5,6,-0.068536,0.57997,0.584,7
1939,5,7,-0.11232,0.60858,0.61886,7
1939,5,8,-0.18248,0.62503,0.65112,7
1939,5,9,-0.26625,0.61982,0.67458,7
1939,5,10,-0.34396,0.58874,0.68186,7
1939,5,11,-0.39527,0.53252,0.66319,7
1939,5,12,-0.40344,0.45508,0.60816,7
1939,5,13,-0.3585,0.36154,0.50915,7
1939,5,14,-0.2608,0.25687,0.36606,8
1939,5,15,-0.12378,0.14491,0.19058,7
1939,5,16,0.028518,0.029284,0.040876,6
1939,5,17,0.16853,-0.083157,0.18793,4
1939,5,18,0.2711,-0.17824,0.32445,4
1939,5,19,0.31535,-0.23651,0.39418,4
1939,5,20,0.28798,-0.24315,0.3769,4
1939,5,21,0.19099,-0.19971,0.27634,3
1939,5,22,0.048674,-0.12652,0.13556,3
1939,5,23,-0.095216,-0.052865,0.10891,1
1939,5,24,-0.19169,-0.00024154,0.19169,1
1939,5,25,-0.20586,0.029756,0.208,8
1939,5,26,-0.13171,0.05482,0.14266,8
1939,5,27,0.0043679,0.09741,0.097508,6
1939,5,28,0.15559,0.16758,0.22868,6
1939,5,29,0.27672,0.25709,0.37772,5
1939,5,30,0.34133,0.34887,0.48807,6
1939,5,31,0.34234,0.43024,0.54982,6
1939,6,1,0.28073,0.49833,0.57196,6
1939,6,2,0.15721,0.55494,0.57678,6
1939,6,3,-0.022855,0.59809,0.59853,7
1939,6,4,-0.23807,0.61886,0.66307,7
1939,6,5,-0.44911,0.608,0.75588,7
1939,6,6,-0.61409,0.56489,0.83439,8
1939,6,7,-0.70897,0.49961,0.86732,8
1939,6,8,-0.73612,0.42641,0.85071,8
1939,6,9,-0.71714,0.35645,0.80084,8
1939,6,10,-0.67929,0.29523,0.74067,8
1939,6,11,-0.64449,0.24584,0.68979,8
1939,6,12,-0.62366,0.21287,0.65898,8
1939,6,13,-0.61508,0.20327,0.6478,8
1939,6,14,-0.60793,0.22284,0.64749,8
1939,6,15,-0.58941,0.27197,0.64914,8
1939,6,16,-0.55177,0.343,0.64969,8
1939,6,17,-0.49526,0.42011,0.64945,8
1939,6,18,-0.42838,0.48096,0.64408,7
1939,6,19,-0.36736,0.50228,0.62228,7
1939,6,20,-0.33537,0.46892,0.57651,7
1939,6,21,-0.3586,0.38059,0.52292,7
1939,6,22,-0.45688,0.2489,0.52028,8
1939,6,23,-0.62982,0.087864,0.63592,8
1939,6,24,-0.84632,-0.091178,0.85122,1
1939,6,25,-1.0476,-0.27337,1.0826,1
1939,6,26,-1.1683,-0.4317,1.2455,1
1939,6,27,-1.1661,-0.52966,1.2808,1
1939,6,28,-1.0407,-0.53865,1.1718,1
1939,6,29,-0.83083,-0.45647,0.94797,1
1939,6,30,-0.59384,-0.31242,0.671,1
1939,7,1,-0.37941,-0.15482,0.40978,1
1939,7,2,-0.21293,-0.030309,0.21508,1
1939,7,3,-0.091876,0.034477,0.098131,8
1939,7,4,0.0059647,0.041244,0.041673,6
1939,7,5,0.10625,0.016791,0.10757,5
1939,7,6,0.22125,-0.0020664,0.22126,4
1939,7,7,0.34387,0.011574,0.34406,5
1939,7,8,0.45621,0.061682,0.46036,5
1939,7,9,0.54376,0.13322,0.55984,5
1939,7,10,0.60196,0.20899,0.63721,5
1939,7,11,0.63214,0.28454,0.69323,5
1939,7,12,0.6332,0.36707,0.7319,5
1939,7,13,0.59868,0.46067,0.7554,5
1939,7,14,0.52336,0.55169,0.76043,6
1939,7,15,0.41689,0.60904,0.73806,6
1939,7,16,0.31164,0.60147,0.67741,6
1939,7,17,0.25138,0.5198,0.57739,6
1939,7,18,0.26242,0.38653,0.46719,6
1939,7,19,0.32957,0.2457,0.41108,5
1939,7,20,0.39872,0.14088,0.42287,5
1939,7,21,0.40621,0.096841,0.4176,5
1939,7,22,0.31258,0.11485,0.33301,5
1939,7,23,0.11825,0.18187,0.21693,6
1939,7,24,-0.14475,0.28337,0.3182,7
1939,7,25,-0.43408,0.40802,0.59574,8
1939,7,26,-0.71483,0.5386,0.89503,8
1939,7,27,-0.96309,0.6395,1.1561,8
1939,7,28,-1.1593,0.65724,1.3326,8
1939,7,29,-1.2826,0.54,1.3917,8
1939,7,30,-1.3144,0.26355,1.3406,8
1939,7,31,-1.2454,-0.15199,1.2547,1
1939,8,1,-1.0807,-0.6434,1.2577,1
1939,8,2,-0.83839,-1.1219,1.4006,2
1939,8,3,-0.5465,-1.501,1.5974,2
